"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Baseline value against which progress is considered (absolute value)","Please disclose with the appropriate unit in the XBRL Unit Registry.","esrs:BaselineValueAgainstWhichProgressIsConsideredAbsoluteValue","False","decimal","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: AR 26; Section: MDR-T"
"6","[404050] S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)","Baseline value against which progress is considered (percentage)","","esrs:BaselineValueAgainstWhichProgressIsConsideredPercentage","False","percent","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: AR 26; Section: MDR-T"
"1","[501001] G1.GOV-1 Role of administrative, management and supervisory bodies (G1)","Information about roles and responsibilities of administrative, management and supervisory bodies [text block]","","esrs:InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 5; Section: GOV-1, Name: ESRS; Number: ESRS 2; Paragraph: 22; Section: GOV-1"
"2","[501001] G1.GOV-1 Role of administrative, management and supervisory bodies (G1)","Disclosure of role of administrative, management and supervisory bodies related to business conduct [text block]","","esrs:DisclosureOfRoleOfAdministrativeManagementAndSupervisoryBodiesRelatedToBusinessConductExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 5; Subparagraph: a; Section: GOV-1"
"2","[501001] G1.GOV-1 Role of administrative, management and supervisory bodies (G1)","Disclosure of expertise of administrative, management and supervisory bodies on business conduct matters [text block]","","esrs:DisclosureOfExpertiseOfAdministrativeManagementAndSupervisoryBodiesOnBusinessConductMattersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 5; Subparagraph: b; Section: GOV-1"
"1","[501006] G1.IRO-1 Description of processes to identify and assess material impacts, risks and opportunities (G1)","Disclosure of process to identify impacts, risks and opportunities and to assess which ones are material [text block]","","esrs:DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 8; Section: IRO-1, Name: ESRS; Number: E5; Paragraph: 11; Section: IRO-1, Name: ESRS; Number: E1; Paragraph: 20; Section: IRO-1, Name: ESRS; Number: ESRS 2; Paragraph: 51; Section: IRO-1, Name: ESRS; Number: E4; Paragraph: 17; Section: IRO-1, Name: ESRS; Number: G1; Paragraph: 6; Section: IRO-1, Name: ESRS; Number: E2; Paragraph: 11; Section: IRO-1"
"2","[501006] G1.IRO-1 Description of processes to identify and assess material impacts, risks and opportunities (G1)","Disclosure of all relevant criteria used in process to identify material impacts, risks and opportunities in relation to business conduct matters [text block]","","esrs:DisclosureOfAllRelevantCriteriaUsedInProcessToIdentifyMaterialImpactsRisksAndOpportunitiesInRelationToBusinessConductMattersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 6; Section: IRO-1"
"1","[501010] G1-1 Business conduct policies and corporate culture","Disclosure of policies with respect to business conduct matters and how corporate culture is fostered [text block]","","esrs:DisclosureOfPoliciesWithRespectToBusinessConductMattersAndHowCorporateCultureIsFosteredExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 7; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Disclosure of how corporate culture is established, developed, promoted and evaluated [text block]","","esrs:DisclosureOfHowCorporateCultureIsEstablishedDevelopedPromotedAndEvaluatedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 9; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Description of mechanisms for identifying, reporting and investigating concerns about unlawful behaviour or behaviour in contradiction of code of conduct or similar internal rules [text block]","","esrs:DescriptionOfMechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: a; Section: G1-1"
"3","[501010] G1-1 Business conduct policies and corporate culture","Mechanisms for identifying, reporting and investigating concerns about unlawful behaviour or behaviour in contradiction of code of conduct or similar internal rules accommodate reporting from internal and (or) external stakeholders","","esrs:MechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesAccommodateReportingFromInternalAndOrExternalStakeholders","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: a; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Policies on anti-corruption consistent with United Nations Convention against Corruption are in place","","esrs:PoliciesOnAnticorruptionConsistentWithUnitedNationsConventionAgainstCorruptionAreInPlace","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: b; Section: G1-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 15 Lack of anti-corruption and anti-bribery policies; Section: Annex 1; Subsection: Table 3"
"3","[501010] G1-1 Business conduct policies and corporate culture","Policies on anti-corruption consistent with United Nations Convention against Corruption are planned to be implemented","","esrs:PoliciesOnAnticorruptionConsistentWithUnitedNationsConventionAgainstCorruptionArePlannedToBeImplemented","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: b; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Policies on anti-bribery consistent with United Nations Convention against Corruption are in place","","esrs:PoliciesOnAntibriberyConsistentWithUnitedNationsConventionAgainstCorruptionAreInPlace","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: b; Section: G1-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 15 Lack of anti-corruption and anti-bribery policies; Section: Annex 1; Subsection: Table 3"
"3","[501010] G1-1 Business conduct policies and corporate culture","Policies on anti-bribery consistent with United Nations Convention against Corruption are planned to be implemented","","esrs:PoliciesOnAntibriberyConsistentWithUnitedNationsConventionAgainstCorruptionArePlannedToBeImplemented","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: b; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Timetable for implementation of policies on anti-corruption or anti-bribery consistent with United Nations Convention against Corruption [text block]","","esrs:TimetableForImplementationOfPoliciesOnAnticorruptionOrAntibriberyConsistentWithUnitedNationsConventionAgainstCorruptionExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: b; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Disclosure of how whistleblowers are protected [text block]","","esrs:DisclosureOfHowWhistleblowersAreProtectedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: c; Section: G1-1"
"3","[501010] G1-1 Business conduct policies and corporate culture","Information about establishment of internal whistleblower reporting channels [text block]","","esrs:InformationAboutEstablishmentOfInternalWhistleblowerReportingChannelsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: c; Clause: i; Section: G1-1"
"3","[501010] G1-1 Business conduct policies and corporate culture","Information and training of own workers and information about designation and training of staff receiving reports are provided","","esrs:InformationAndTrainingOfOwnWorkersAndInformationAboutDesignationAndTrainingOfStaffReceivingReportsAreProvided","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: c; Clause: i; Section: G1-1"
"3","[501010] G1-1 Business conduct policies and corporate culture","Information about measures to protect against retaliation to own workers who are whistleblowers in accordance with applicable law transposing Directive (EU) 2019/1937 [text block]","","esrs:InformationAboutMeasuresToProtectAgainstRetaliationToOwnWorkersWhoAreWhistleblowersInAccordanceWithApplicableLawTransposingDirectiveEU2019NO1937Explanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: c; Clause: ii; Section: G1-1"
"2","[501010] G1-1 Business conduct policies and corporate culture","Policies on protection of whistle-blowers are in place","","esrs:PoliciesOnProtectionOfWhistleblowersAreInPlace","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: d; Section: G1-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 6 Insufficient whistleblower protection; Section: Annex 1; Subsection: Table 3"
"3","[501010] G1-1 Business conduct policies and corporate culture","Policies on protection of whistle-blowers are planned to be implemented","","esrs:PoliciesOnProtectionOfWhistleblowersArePlannedToBeImplemented","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: d; Section: G1-1"
"4","[501010] G1-1 Business conduct policies and corporate culture","Timetable for implementation of policies on protection of whistle-blowers [text block]","","esrs:TimetableForImplementationOfPoliciesOnProtectionOfWhistleblowersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 10; Subparagraph: d; Section: G1-1"
"3","[501010] G1-1 Business conduct policies and corporate culture","Undertaking is subject to legal requirements under national law transposing Directive (EU) 2019/1937, or to equivalent legal requirements with regard to protection of whistleblowers","","esrs:UndertakingIsSubjectToLegalRequirementsUnderNationalLawTransposingDirectiveEU2019NO1937OrToEquivalentLegalRequirementsWithRegardToProtectionOfWhistleblowers","False","boolean","Duration","-","Item","Name: ESRS; Number: G1; Paragraph: 11; Section: G1-1"
